start_datetime,age,gender,height (m),effective_length (m),min_displacement (m),max_displacement (m),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
,,,,,,,44.72138,0.79481,1.45827,0.88,48
,,,,,,,45.12202,0.83546,1.26904,0.96,49
,,,,,,,49.35549,0.80193,1.30231,1.0,50
,,,,,,,50.58268,0.98554,1.58808,1.0,51
,,,,,,,44.1006,0.8891,1.4718,0.84,52
,,,,,,,45.53595,0.87542,1.58043,0.84,53
,,,,,,,46.96933,0.72581,1.33046,0.92,54
,,,,,,,44.3448,0.75638,1.37157,0.84,55
,,,,,,,44.26417,0.67641,1.39461,0.92,56
,,,,,,,44.36141,0.76586,1.42948,0.96,57
,,,,,,,39.61295,0.82118,1.49186,0.92,58
,,,,,,,43.66855,0.84785,1.4117,1.04,59
,,,,,,,50.1245,0.72493,1.73825,1.2,60
,,,,,,,47.16406,0.7237,1.71163,1.04,61
,,,,,,,45.32724,0.90114,1.53298,0.92,62
,,,,,,,45.7197,1.00442,1.40064,1.04,63
,,,,,,,48.73291,0.91801,1.68936,1.0,64
,,,,,,,41.82211,0.75043,1.58923,0.88,65
,,,,,,,47.70876,0.90906,1.37213,0.96,66
,,,,,,,48.82658,0.74233,1.37943,1.0,67
,,,,,,,40.94344,0.76343,1.29027,0.88,68
,,,,,,,47.35041,0.84821,1.59267,0.96,69
,,,,,,,44.38124,0.75391,1.40694,0.8,70
,,,,,,,42.60975,0.82311,1.61098,0.88,71
,,,,,,,47.25841,0.87897,1.45688,0.88,72
,,,,,,,42.33232,0.90676,1.4865,0.88,73
,,,,,,,48.99846,0.7894,1.31186,0.96,74
,,,,,,,50.87217,0.94084,1.46234,1.04,75
,,,,,,,44.17048,0.98679,1.88176,0.96,76
,,,,,,,47.92153,1.07772,1.81962,1.0,77
,,,,,,,44.09686,0.69681,1.61004,0.92,78
,,,,,,,43.83296,0.86166,1.49356,0.96,79
,,,,,,,46.58546,0.68992,1.74504,0.96,80
,,,,,,,47.38532,0.84651,1.43235,0.96,81
,,,,,,,46.39724,0.76451,1.54649,0.92,82
,,,,,,,51.06828,0.76975,1.69558,1.0,83
,,,,,,,47.14355,0.73361,1.40282,0.92,84
,,,,,,,47.07529,0.75264,1.46908,0.88,85
,,,,,,,47.89648,1.04893,1.68484,0.96,86
,,,,,,,44.28949,0.77579,1.3554,0.92,87
,,,,,,,46.15917,0.81653,1.51538,0.84,88
,,,,,,,42.73444,0.83837,1.41471,0.84,89
,,,,,,,50.11515,0.92107,1.45517,0.88,90
,,,,,,,44.33012,0.9965,1.40263,0.92,91
,,,,,,,48.64136,0.77648,1.37815,1.04,92
,,,,,,,50.79885,0.75525,1.55951,1.0,93
,,,,,,,46.93959,0.78203,1.2795,0.96,94
,,,,,,,47.15896,0.66984,1.53183,0.92,95
,,,,,,,48.99123,0.97084,1.46389,0.88,96
,,,,,,,50.76497,0.72612,1.52675,1.08,97
,,,,,,,47.47271,0.86483,1.47924,1.04,98
,,,,,,,51.9203,0.72551,1.79819,0.96,99
,,,,,,,52.25963,0.83106,1.5973,1.08,100
